uid,date_account_created,date_first_booking,gender,age,signup_method,language,first_device_type,first_browser,country_destination
929,2010-06-29,NULL,MALE,56,basic,en,"Mac Desktop",Safari,NDF
930,2010-06-29,NULL,FEMALE,34,basic,en,"Android Phone","Android Browser",NDF
931,2010-06-29,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
932,2010-06-29,NULL,FEMALE,34,basic,en,"Windows Desktop",IE,NDF
933,2010-06-29,2010-07-01,-unknown-,29,basic,en,"Mac Desktop",Chrome,US
934,2011-05-03,2010-06-29,-unknown-,35,basic,en,"Mac Desktop",Safari,US
935,2010-06-29,2010-08-21,MALE,34,basic,en,"Mac Desktop",Firefox,US
936,2010-06-29,NULL,FEMALE,5,facebook,en,Other/Unknown,-unknown-,NDF
937,2010-06-29,NULL,FEMALE,38,basic,en,"Windows Desktop",Chrome,NDF
938,2010-06-29,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
939,2010-06-29,2010-06-30,FEMALE,32,basic,en,"Windows Desktop",Chrome,US
940,2010-06-30,NULL,-unknown-,69,basic,en,"Desktop (Other)",Chrome,NDF
941,2010-06-30,2010-07-06,MALE,NULL,basic,en,"Mac Desktop",Chrome,US
942,2010-06-30,2010-07-07,-unknown-,27,basic,en,"Windows Desktop",Chrome,US
943,2010-06-30,2010-07-19,MALE,75,basic,en,"Mac Desktop",Safari,US
944,2010-06-30,NULL,FEMALE,38,facebook,en,"Windows Desktop",IE,NDF
945,2010-06-30,2010-07-02,MALE,34,basic,en,"Mac Desktop",Chrome,US
946,2010-07-01,2010-07-01,FEMALE,67,basic,en,"Windows Desktop",IE,US
947,2010-07-01,NULL,MALE,39,facebook,en,Other/Unknown,-unknown-,NDF
948,2010-07-01,2010-07-01,MALE,NULL,facebook,en,Other/Unknown,-unknown-,US
949,2010-07-01,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,NDF
950,2010-07-01,NULL,FEMALE,45,facebook,en,"Mac Desktop",Chrome,NDF
951,2010-07-01,NULL,-unknown-,61,basic,en,Other/Unknown,-unknown-,NDF
952,2010-07-01,2010-07-02,FEMALE,33,basic,en,"Mac Desktop",Safari,GB
953,2010-07-01,NULL,MALE,34,facebook,en,"Android Tablet",IE,NDF
954,2010-07-01,2010-09-05,FEMALE,28,basic,en,"Mac Desktop",Safari,US
955,2010-07-01,NULL,FEMALE,34,facebook,en,"Mac Desktop",Safari,NDF
956,2010-07-02,2010-07-02,FEMALE,53,facebook,en,"Mac Desktop",Firefox,FR
957,2010-07-02,2010-07-06,MALE,29,basic,en,"Windows Desktop",Chrome,US
958,2010-07-02,2010-07-06,MALE,35,basic,en,"Mac Desktop",Safari,US
959,2010-07-02,2010-07-02,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,US
960,2010-07-02,NULL,-unknown-,NULL,basic,en,iPad,"Mobile Safari",NDF
961,2010-07-02,2010-07-02,MALE,67,basic,en,"Windows Desktop",Firefox,US
962,2010-07-02,2010-07-02,FEMALE,28,basic,en,"Mac Desktop",Chrome,US
963,2010-07-02,NULL,FEMALE,49,facebook,en,"Mac Desktop",Chrome,NDF
964,2010-07-03,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
965,2010-07-03,NULL,-unknown-,39,basic,en,Other/Unknown,-unknown-,NDF
966,2010-07-03,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,NDF
967,2010-07-03,NULL,FEMALE,5,facebook,en,Other/Unknown,-unknown-,NDF
968,2010-07-04,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
969,2010-07-04,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
970,2010-07-04,2010-07-04,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,CA
971,2010-07-04,2010-07-22,-unknown-,NULL,basic,en,iPhone,-unknown-,FR
972,2010-07-04,NULL,-unknown-,40,facebook,en,"Windows Desktop",Chrome,NDF
973,2010-07-04,NULL,MALE,36,basic,en,"Mac Desktop",Safari,NDF
974,2010-07-05,2011-05-27,FEMALE,36,basic,es,"Mac Desktop",Safari,US
975,2010-07-05,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
976,2010-07-05,2010-07-05,FEMALE,35,basic,en,iPhone,-unknown-,US
977,2010-07-05,NULL,FEMALE,30,basic,en,iPhone,-unknown-,NDF
978,2010-07-05,NULL,MALE,31,basic,en,Other/Unknown,-unknown-,NDF
979,2010-07-05,2010-07-08,-unknown-,34,basic,en,"Windows Desktop",Firefox,other
980,2010-07-05,NULL,MALE,70,basic,en,"Windows Desktop",Firefox,NDF
981,2010-07-06,2010-07-22,FEMALE,32,basic,en,iPad,"Mobile Safari",FR
982,2010-07-06,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
983,2010-07-06,NULL,FEMALE,33,basic,en,"Mac Desktop",Firefox,NDF
984,2010-07-06,NULL,FEMALE,5,facebook,en,iPhone,"Mobile Safari",NDF
985,2010-07-06,NULL,-unknown-,NULL,basic,en,"Android Phone",-unknown-,NDF
986,2010-07-06,2010-07-09,FEMALE,39,facebook,en,iPhone,"Mobile Safari",US
987,2010-07-06,2010-07-06,-unknown-,NULL,basic,en,"Windows Desktop",Firefox,US
988,2010-07-06,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Firefox,NDF
989,2010-07-06,NULL,FEMALE,28,basic,en,"Windows Desktop",Chrome,NDF
990,2010-07-07,2010-07-07,FEMALE,29,basic,en,"Mac Desktop",Chrome,US
991,2010-07-07,2010-07-11,-unknown-,NULL,basic,en,"Mac Desktop",Firefox,GB
992,2010-07-07,2010-07-07,FEMALE,38,basic,en,"Mac Desktop",Safari,US
993,2010-07-07,2010-07-10,FEMALE,26,basic,en,"Mac Desktop",Chrome,US
994,2010-07-07,2010-07-27,-unknown-,44,basic,en,"Windows Desktop",Firefox,US
995,2010-07-07,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
996,2010-07-07,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,NDF
997,2010-07-07,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
998,2010-07-07,NULL,-unknown-,NULL,basic,en,iPhone,-unknown-,NDF
999,2010-07-08,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
1000,2010-07-08,NULL,MALE,46,facebook,en,Other/Unknown,-unknown-,NDF
